id,title,author,included_excluded,resource_type,resource_format,original_url,clean_url,final_url,kind,raw_path,text_path,status,text_len,error
84,Early Career Mentoring Programme,Connected Everything Network,Included,Webpage,Webpage,https://connectedeverything.ac.uk/early-career-mentoring-programme/,https://connectedeverything.ac.uk/early-career-mentoring-programme/,https://connectedeverything.ac.uk/early-career-mentoring-programme/,html,data/raw/downloads/84_Early_Career_Mentoring_Programme.html,data/processed/text/84_Early_Career_Mentoring_Programme.txt,OK,2918,
85,Reverse Mentoring,University of Nottingham,Included,Webpage,Webpage,https://www.stemm-change.co.uk/home/reverse-mentoring/,https://www.stemm-change.co.uk/home/reverse-mentoring/,https://www.stemm-change.co.uk/home/reverse-mentoring/,html,data/raw/downloads/85_Reverse_Mentoring.html,data/processed/text/85_Reverse_Mentoring.txt,TOO_SHORT,171,Extracted text length=171 (<200)
86,The VisNet Project,"Caroline Gaucotte-Lindsay, Helen Mulvana",Included,Webpage,Webpage,https://www.gla.ac.uk/colleges/scienceengineering/research/visnet/,https://www.gla.ac.uk/colleges/scienceengineering/research/visnet/,https://www.gla.ac.uk/colleges/scienceengineering/edi/visnet/,html,data/raw/downloads/86_The_VisNet_Project.html,data/processed/text/86_The_VisNet_Project.txt,OK,3363,
87,Toolkit For Integrating Gender-Sensitive Approach into Research and Teaching,Garcia,Included,Toolkit,Document,https://eige.europa.eu/sites/default/files/garcia_toolkit_gender_research_teaching.pdf,https://eige.europa.eu/sites/default/files/garcia_toolkit_gender_research_teaching.pdf,https://eige.europa.eu/sites/default/files/garcia_toolkit_gender_research_teaching.pdf,pdf,data/raw/downloads/87_Toolkit_For_Integrating_Gender-Sensitive_Approach_into_Research_and_Teaching.pdf,data/processed/text/87_Toolkit_For_Integrating_Gender-Sensitive_Approach_into_Research_and_Teaching.txt,OK,58264,
89,Inclusive Design Toolkit,University of Cambridge,Included,Toolkit,Webpage,http://www.inclusivedesigntoolkit.com/,http://www.inclusivedesigntoolkit.com/,http://www.inclusivedesigntoolkit.com/,html,data/raw/downloads/89_Inclusive_Design_Toolkit.html,data/processed/text/89_Inclusive_Design_Toolkit.txt,OK,1680,
91,6 Principles for Inclusive Design,Lillian Xiao,Included,Blog,Webpage,https://uxplanet.org/6-principles-for-inclusive-design-3e9867f7f63e,https://uxplanet.org/6-principles-for-inclusive-design-3e9867f7f63e,,,,,FAILED,0,403 Client Error: Forbidden for url: https://uxplanet.org/6-principles-for-inclusive-design-3e9867f7f63e
92,"Best Practices in Equity, Diversity and Inclusion in Research",Government of Canada,Included,Report,Document,https://www.sshrc-crsh.gc.ca/funding-financement/nfrf-fnfr/edi-eng.aspx#5,https://www.sshrc-crsh.gc.ca/funding-financement/nfrf-fnfr/edi-eng.aspx#5,https://sshrc-crsh.canada.ca/funding-financement/nfrf-fnfr/edi-eng.aspx#5,html,data/raw/downloads/92_Best_Practices_in_Equity_Diversity_and_Inclusion_in_Research.html,data/processed/text/92_Best_Practices_in_Equity_Diversity_and_Inclusion_in_Research.txt,OK,40152,
94,Gendered Innovations,Gendered Innovation,Included,Toolkit,Webpage,http://genderedinnovations.stanford.edu/what-is-gendered-innovations.html,http://genderedinnovations.stanford.edu/what-is-gendered-innovations.html,http://genderedinnovations.stanford.edu/what-is-gendered-innovations.html,html,data/raw/downloads/94_Gendered_Innovations.html,data/processed/text/94_Gendered_Innovations.txt,OK,13244,
95,Top Tips on Inclusive Teaching,Institute of Physics,Included,Poster,Document,https://www.iop.org/sites/default/files/2019-07/IGB-10-tips-whole-school-poster.pdf,https://www.iop.org/sites/default/files/2019-07/IGB-10-tips-whole-school-poster.pdf,https://www.iop.org/sites/default/files/2019-07/IGB-10-tips-whole-school-poster.pdf,pdf,data/raw/downloads/95_Top_Tips_on_Inclusive_Teaching.pdf,data/processed/text/95_Top_Tips_on_Inclusive_Teaching.txt,OK,2534,
96,Introduction To Web Accessibility,Web Accessibility Initiative,Included,Webpage,Webpage,https://www.w3.org/WAI/fundamentals/accessibility-intro/#what,https://www.w3.org/WAI/fundamentals/accessibility-intro/#what,https://www.w3.org/WAI/fundamentals/accessibility-intro/#what,html,data/raw/downloads/96_Introduction_To_Web_Accessibility.html,data/processed/text/96_Introduction_To_Web_Accessibility.txt,OK,6718,
97,Recognising Authors (CRediT),University of Glasgow,Included,PDF,Document,http://eprints.gla.ac.uk/201273/1/201273.pdf,http://eprints.gla.ac.uk/201273/1/201273.pdf,http://eprints.gla.ac.uk/201273/1/201273.pdf,pdf,data/raw/downloads/97_Recognising_Authors_(CRediT).pdf,data/processed/text/97_Recognising_Authors_(CRediT).txt,OK,6840,
98,RAI EDI Toolkit,Responsible AI UK,Included,Toolkit,Webpage,https://rai.ac.uk/toolkits/edi-toolkit/,https://rai.ac.uk/toolkits/edi-toolkit/,https://rai.ac.uk/toolkits/edi-toolkit/,html,data/raw/downloads/98_RAI_EDI_Toolkit.html,data/processed/text/98_RAI_EDI_Toolkit.txt,OK,1178,
99,Tackling Racial Harassment in Higher Education,Universities UK,Included,Report,Document,https://www.universitiesuk.ac.uk/what-we-do/policy-and-research/publications/tackling-racial-harassment-higher,https://www.universitiesuk.ac.uk/what-we-do/policy-and-research/publications/tackling-racial-harassment-higher,,,,,FAILED,0,403 Client Error: Forbidden for url: https://www.universitiesuk.ac.uk/what-we-do/policy-and-research/publications/tackling-racial-harassment-higher
100,"Promoting Equality, Diversity and Inclusion in Research and Funding: Reflections from A Digital Manufacturing Research Network","Oliver J. Fisher, Debra Fearnshaw, Nicholas J. Watson, Peter Green, Fiona Charnley, Duncan McFarlane & Sarah Sharples",Included,Report,Document,https://link.springer.com/article/10.1186/s41073-024-00144-w,https://link.springer.com/article/10.1186/s41073-024-00144-w,https://link.springer.com/article/10.1186/s41073-024-00144-w,html,data/raw/downloads/100_Promoting_Equality_Diversity_and_Inclusion_in_Research_and_Funding_Reflections_from_A_Digital_Manufacturing_Research_Network.html,data/processed/text/100_Promoting_Equality_Diversity_and_Inclusion_in_Research_and_Funding_Reflections_from_A_Digital_Manufacturing_Research_Network.txt,OK,57403,
101,Gathering Good Practices For Inclusive University Selection Processes,EPSRC,Included,,Document,https://www.ukri.org/wp-content/uploads/2025/06/EPSRC-200625-GatheringGoodPracticesInclusiveUniversitySelectionProcesses.pdf,https://www.ukri.org/wp-content/uploads/2025/06/EPSRC-200625-GatheringGoodPracticesInclusiveUniversitySelectionProcesses.pdf,https://www.ukri.org/wp-content/uploads/2025/06/EPSRC-200625-GatheringGoodPracticesInclusiveUniversitySelectionProcesses.pdf,pdf,data/raw/downloads/101_Gathering_Good_Practices_For_Inclusive_University_Selection_Processes.pdf,data/processed/text/101_Gathering_Good_Practices_For_Inclusive_University_Selection_Processes.txt,OK,63488,
102,EDICA - Evidence Review: Peer Review Bias in The Funding Process: Main Themes and Interventions,"Stefanie Schneider, Cat Morgan, Clayton Magill, Marion Hersh, Katherine Sang, Robert MacIntosh",Included,,Document,https://researchportal.hw.ac.uk/en/publications/evidence-review-peer-review-bias-in-the-funding-process-main-them,https://researchportal.hw.ac.uk/en/publications/evidence-review-peer-review-bias-in-the-funding-process-main-them,https://researchportal.hw.ac.uk/en/publications/evidence-review-peer-review-bias-in-the-funding-process-main-them/,html,data/raw/downloads/102_EDICA_-_Evidence_Review_Peer_Review_Bias_in_The_Funding_Process_Main_Themes_and_Interventions.html,data/processed/text/102_EDICA_-_Evidence_Review_Peer_Review_Bias_in_The_Funding_Process_Main_Themes_and_Interventions.txt,OK_BUT_SHORT,487,Extracted text length=487 (<800)
103,Lab Access Guidelines,Access All Areas in Labs team,Included,,Webpage,https://www.uea.ac.uk/groups-and-centres/projects/access-all-areas-in-labs/access-guidelines,https://www.uea.ac.uk/groups-and-centres/projects/access-all-areas-in-labs/access-guidelines,https://www.uea.ac.uk/groups-and-centres/projects/access-all-areas-in-labs/access-guidelines,html,data/raw/downloads/103_Lab_Access_Guidelines.html,data/processed/text/103_Lab_Access_Guidelines.txt,OK,1158,
104,Northern Power Inclusion Matters Toolkit,"Caroline Ackroyd, Robert Adams, Rachel Archbold, Colin Bain, David Broad, Helen Cramman, Vania Dimitrova, Simon Gardiner, Helene Gray, Jill Green, John Holmes, Louise Jones, Sharron Kuznesof, Sabiha Patel, Roger Penlington, Judith Rankin, Steve Sctott, Nadia Siddiqui, Sharon Stewart, Jenna Tudor, Julie Wilson",Included,,Document,https://collections.durham.ac.uk/files/r1gf06g267h,https://collections.durham.ac.uk/files/r1gf06g267h,https://collections.durham.ac.uk/files/r1gf06g267h,html,data/raw/downloads/104_Northern_Power_Inclusion_Matters_Toolkit.html,data/processed/text/104_Northern_Power_Inclusion_Matters_Toolkit.txt,OK,1732,
105,Towards A Fully Inclusive Environment for Disabled People In STEMM: A NADSN White Paper,"Gayle Brewer, Yota Dimitriadi, Francesca Doddato, Hamied A. Haroon, Jasleen K. Jolly, Jennifer S. Leigh, Martyn Mahaut-Smith, Jennifer Remnant, Julia P. Sarju",Included,,Document,https://www.nadsn-uk.org/wp-content/uploads/2025/04/NADSN_STEMM_White_Paper_090425-v0.3.pdf,https://www.nadsn-uk.org/wp-content/uploads/2025/04/NADSN_STEMM_White_Paper_090425-v0.3.pdf,https://www.nadsn-uk.org/wp-content/uploads/2025/04/NADSN_STEMM_White_Paper_090425-v0.3.pdf,pdf,data/raw/downloads/105_Towards_A_Fully_Inclusive_Environment_for_Disabled_People_In_STEMM_A_NADSN_White_Paper.pdf,data/processed/text/105_Towards_A_Fully_Inclusive_Environment_for_Disabled_People_In_STEMM_A_NADSN_White_Paper.txt,OK,142577,
